statistics_code;statistics_label;time_code;time_label;time;1_variable_code;1_variable_label;1_variable_attribute_code;1_variable_attribute_label;2_variable_code;2_variable_label;2_variable_attribute_code;2_variable_attribute_label;value;value_unit;value_variable_code;value_variable_label;value_q
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR217;München-Ost;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;72,8;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR217;München-Ost;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;286605;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR024;Aurich - Emden;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR024;Aurich - Emden;STAZG1;Staatsangehörigkeit;;Insgesamt;236435;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR291;Ulm;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;82,9;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR291;Ulm;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;269898;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR276;Odenwald - Tauber;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;11,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR276;Odenwald - Tauber;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;30314;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR293;Bodensee;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR293;Bodensee;STAZG1;Staatsangehörigkeit;;Insgesamt;239732;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR063;Frankfurt (Oder) - Oder-Spree;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;7,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR063;Frankfurt (Oder) - Oder-Spree;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;16425;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR080;Berlin-Tempelhof-Schöneberg;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR080;Berlin-Tempelhof-Schöneberg;STAZG1;Staatsangehörigkeit;;Insgesamt;331288;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR028;Delmenhorst - Wesermarsch - Oldenburg-Land;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;10,7;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR028;Delmenhorst - Wesermarsch - Oldenburg-Land;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;31928;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR151;Leipzig I;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;87,9;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR151;Leipzig I;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;260275;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR045;Gifhorn - Peine;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR045;Gifhorn - Peine;STAZG1;Staatsangehörigkeit;;Insgesamt;284157;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR012;Schwerin - LL-Parchim I - Nordwestmecklenburg I;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;93,7;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR012;Schwerin - LL-Parchim I - Nordwestmecklenburg I;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;250687;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR202;Trier;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;13,7;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR202;Trier;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;34275;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR043;Hannover-Land I;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;88,7;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR043;Hannover-Land I;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;269226;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR129;Warendorf;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;11,2;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR129;Warendorf;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;31282;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR033;Diepholz - Nienburg I;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;91,5;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR033;Diepholz - Nienburg I;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;227588;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR146;Hochsauerlandkreis;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR146;Hochsauerlandkreis;STAZG1;Staatsangehörigkeit;;Insgesamt;260512;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR136;Paderborn;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;10,4;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR136;Paderborn;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;32433;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR144;Hamm - Unna II;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;85,5;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR144;Hamm - Unna II;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;273833;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR014;Rostock - Landkreis Rostock II;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR014;Rostock - Landkreis Rostock II;STAZG1;Staatsangehörigkeit;;Insgesamt;271645;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR115;Duisburg II;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR115;Duisburg II;STAZG1;Staatsangehörigkeit;;Insgesamt;254532;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR035;Rotenburg I - Heidekreis;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR035;Rotenburg I - Heidekreis;STAZG1;Staatsangehörigkeit;;Insgesamt;218141;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR053;Göttingen I;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;10,6;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR053;Göttingen I;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;30235;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR134;Lippe I;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;90,2;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR134;Lippe I;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;264865;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR254;Neu-Ulm;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR254;Neu-Ulm;STAZG1;Staatsangehörigkeit;;Insgesamt;306184;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR070;Anhalt - Dessau - Wittenberg;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR070;Anhalt - Dessau - Wittenberg;STAZG1;Staatsangehörigkeit;;Insgesamt;277055;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR185;Darmstadt;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;17,5;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR185;Darmstadt;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;61960;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR282;Lörrach - Müllheim;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR282;Lörrach - Müllheim;STAZG1;Staatsangehörigkeit;;Insgesamt;332621;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR237;Coburg;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;7,3;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR237;Coburg;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;13934;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR247;Bad Kissingen;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR247;Bad Kissingen;STAZG1;Staatsangehörigkeit;;Insgesamt;265284;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR063;Frankfurt (Oder) - Oder-Spree;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR063;Frankfurt (Oder) - Oder-Spree;STAZG1;Staatsangehörigkeit;;Insgesamt;234079;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR018;Hamburg-Mitte;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;22,2;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR018;Hamburg-Mitte;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;77121;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR078;Berlin-Steglitz-Zehlendorf;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;85,7;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR078;Berlin-Steglitz-Zehlendorf;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;252875;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR252;Augsburg-Land;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;89,2;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR252;Augsburg-Land;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;279055;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR084;Berlin-Marzahn-Hellersdorf;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;13,1;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR084;Berlin-Marzahn-Hellersdorf;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;35366;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR119;Essen III;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;13,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR119;Essen III;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;32708;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR136;Paderborn;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR136;Paderborn;STAZG1;Staatsangehörigkeit;;Insgesamt;313102;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR242;Fürth;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;86,8;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR242;Fürth;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;294970;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR164;Zwickau;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;5,1;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR164;Zwickau;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;12214;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR179;Hanau;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;80,3;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR179;Hanau;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;206001;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR181;Frankfurt am Main I;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR181;Frankfurt am Main I;STAZG1;Staatsangehörigkeit;;Insgesamt;367279;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR235;Bamberg;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;90,3;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR235;Bamberg;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;212719;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR123;Steinfurt I - Borken I;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;12,7;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR123;Steinfurt I - Borken I;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;35326;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR215;Ingolstadt;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;14,5;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR215;Ingolstadt;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;48844;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR077;Berlin-Spandau - Charlottenburg Nord;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR077;Berlin-Spandau - Charlottenburg Nord;STAZG1;Staatsangehörigkeit;;Insgesamt;269951;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR169;Schwalm-Eder;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR169;Schwalm-Eder;STAZG1;Staatsangehörigkeit;;Insgesamt;233980;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR112;Wesel I;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR112;Wesel I;STAZG1;Staatsangehörigkeit;;Insgesamt;259001;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR088;Heinsberg;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;12,3;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR088;Heinsberg;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;31821;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR290;Tübingen;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;13,9;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR290;Tübingen;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;38986;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR065;Elbe-Elster - Oberspreewald-Lausitz;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;96,3;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR065;Elbe-Elster - Oberspreewald-Lausitz;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;200449;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR157;Sächsische Schweiz-Osterzgebirge;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;96,6;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR157;Sächsische Schweiz-Osterzgebirge;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;235864;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR100;Leverkusen - Köln IV;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;80,8;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR100;Leverkusen - Köln IV;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;246848;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR160;Mittelsachsen;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;4,5;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR160;Mittelsachsen;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;10696;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR203;Montabaur;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
